genre_ids,id,original_language,original_title,popularity,release_date,title,vote_average,vote_count,genre_name
16,30061,en,Justice League: Crisis on Two Earths,11.498,2010-02-23,Justice League: Crisis on Two Earths,7.2,277,Animation
18,23169,en,Remember Me,11.453,2010-03-12,Remember Me,7.1,2079,Drama
10749,23169,en,Remember Me,11.453,2010-03-12,Remember Me,7.1,2079,Romance
12,44115,en,127 Hours,11.435,2010-11-05,127 Hours,7.0,4469,Adventure
18,44115,en,127 Hours,11.435,2010-11-05,127 Hours,7.0,4469,Drama
53,44115,en,127 Hours,11.435,2010-11-05,127 Hours,7.0,4469,Thriller
9648,47533,de,Scooby-Doo! Curse of the Lake Monster,11.372,2010-10-15,Scooby-Doo! Curse of the Lake Monster,5.6,171,Mystery
14,47533,de,Scooby-Doo! Curse of the Lake Monster,11.372,2010-10-15,Scooby-Doo! Curse of the Lake Monster,5.6,171,Fantasy
35,47533,de,Scooby-Doo! Curse of the Lake Monster,11.372,2010-10-15,Scooby-Doo! Curse of the Lake Monster,5.6,171,Comedy
12,47533,de,Scooby-Doo! Curse of the Lake Monster,11.372,2010-10-15,Scooby-Doo! Curse of the Lake Monster,5.6,171,Adventure
35,43593,en,Piranha 3D,11.302,2010-08-20,Piranha 3D,5.3,1029,Comedy
27,43593,en,Piranha 3D,11.302,2010-08-20,Piranha 3D,5.3,1029,Horror
12,37861,en,Valhalla Rising,11.26,2010-07-16,Valhalla Rising,6.0,582,Adventure
18,37861,en,Valhalla Rising,11.26,2010-07-16,Valhalla Rising,6.0,582,Drama
28,37861,en,Valhalla Rising,11.26,2010-07-16,Valhalla Rising,6.0,582,Action
14,37861,en,Valhalla Rising,11.26,2010-07-16,Valhalla Rising,6.0,582,Fantasy
80,12201,en,Edge of Darkness,11.252,2010-01-29,Edge of Darkness,6.3,794,Crime
18,12201,en,Edge of Darkness,11.252,2010-01-29,Edge of Darkness,6.3,794,Drama
9648,12201,en,Edge of Darkness,11.252,2010-01-29,Edge of Darkness,6.3,794,Mystery
53,12201,en,Edge of Darkness,11.252,2010-01-29,Edge of Darkness,6.3,794,Thriller
14,35552,fr,Les Aventures extraordinaires d'Adèle Blanc-Sec,11.220999999999998,2010-04-14,The Extraordinary Adventures of Adèle Blanc-Sec,6.0,671,Fantasy
12,35552,fr,Les Aventures extraordinaires d'Adèle Blanc-Sec,11.220999999999998,2010-04-14,The Extraordinary Adventures of Adèle Blanc-Sec,6.0,671,Adventure
28,35552,fr,Les Aventures extraordinaires d'Adèle Blanc-Sec,11.220999999999998,2010-04-14,The Extraordinary Adventures of Adèle Blanc-Sec,6.0,671,Action
9648,35552,fr,Les Aventures extraordinaires d'Adèle Blanc-Sec,11.220999999999998,2010-04-14,The Extraordinary Adventures of Adèle Blanc-Sec,6.0,671,Mystery
35,32856,en,Valentine's Day,11.187,2010-02-11,Valentine's Day,5.8,1907,Comedy
10749,32856,en,Valentine's Day,11.187,2010-02-11,Valentine's Day,5.8,1907,Romance
10749,43539,en,The Next Three Days,11.147,2010-11-19,The Next Three Days,7.0,1469,Romance
18,43539,en,The Next Three Days,11.147,2010-11-19,The Next Three Days,7.0,1469,Drama
53,43539,en,The Next Three Days,11.147,2010-11-19,The Next Three Days,7.0,1469,Thriller
80,43539,en,The Next Three Days,11.147,2010-11-19,The Next Three Days,7.0,1469,Crime
16,50393,en,Kung Fu Panda Holiday,11.083,2010-11-26,Kung Fu Panda Holiday,6.6,110,Animation
10751,50393,en,Kung Fu Panda Holiday,11.083,2010-11-26,Kung Fu Panda Holiday,6.6,110,Family
10770,50393,en,Kung Fu Panda Holiday,11.083,2010-11-26,Kung Fu Panda Holiday,6.6,110,TV Movie
18,26388,en,Buried,10.888,2010-09-24,Buried,6.6,1487,Drama
53,26388,en,Buried,10.888,2010-09-24,Buried,6.6,1487,Thriller
9648,26388,en,Buried,10.888,2010-09-24,Buried,6.6,1487,Mystery
28,11645,ja,乱,10.885,1985-09-26,Ran,8.1,600,Action
18,11645,ja,乱,10.885,1985-09-26,Ran,8.1,600,Drama
36,11645,ja,乱,10.885,1985-09-26,Ran,8.1,600,History
12,41135,en,Operation: Endgame,10.799,2010-07-20,Operation: Endgame,4.9,88,Adventure
28,41135,en,Operation: Endgame,10.799,2010-07-20,Operation: Endgame,4.9,88,Action
35,41135,en,Operation: Endgame,10.799,2010-07-20,Operation: Endgame,4.9,88,Comedy
53,41135,en,Operation: Endgame,10.799,2010-07-20,Operation: Endgame,4.9,88,Thriller
35,38745,en,Gulliver's Travels,10.768,2010-12-25,Gulliver's Travels,5.1,1282,Comedy
12,38745,en,Gulliver's Travels,10.768,2010-12-25,Gulliver's Travels,5.1,1282,Adventure
10751,38745,en,Gulliver's Travels,10.768,2010-12-25,Gulliver's Travels,5.1,1282,Family
14,38745,en,Gulliver's Travels,10.768,2010-12-25,Gulliver's Travels,5.1,1282,Fantasy
16,41216,en,Legend of the Guardians: The Owls of Ga'Hoole,10.754,2010-09-24,Legend of the Guardians: The Owls of Ga'Hoole,6.6,1223,Animation
12,41216,en,Legend of the Guardians: The Owls of Ga'Hoole,10.754,2010-09-24,Legend of the Guardians: The Owls of Ga'Hoole,6.6,1223,Adventure
10751,41216,en,Legend of the Guardians: The Owls of Ga'Hoole,10.754,2010-09-24,Legend of the Guardians: The Owls of Ga'Hoole,6.6,1223,Family
14,41216,en,Legend of the Guardians: The Owls of Ga'Hoole,10.754,2010-09-24,Legend of the Guardians: The Owls of Ga'Hoole,6.6,1223,Fantasy
28,23172,en,The Spy Next Door,10.746,2010-01-15,The Spy Next Door,5.7,650,Action
35,23172,en,The Spy Next Door,10.746,2010-01-15,The Spy Next Door,5.7,650,Comedy
10751,23172,en,The Spy Next Door,10.746,2010-01-15,The Spy Next Door,5.7,650,Family
35,16290,en,Jackass 3D,10.715,2010-10-15,Jackass 3D,6.3,655,Comedy
99,16290,en,Jackass 3D,10.715,2010-10-15,Jackass 3D,6.3,655,Documentary
28,16290,en,Jackass 3D,10.715,2010-10-15,Jackass 3D,6.3,655,Action
18,13078,en,The Babysitters,10.71,2008-05-09,The Babysitters,5.3,125,Drama
28,15357,fr,Banlieue 13 - Ultimatum,10.661,2010-02-05,District 13: Ultimatum,6.1,555,Action
53,15357,fr,Banlieue 13 - Ultimatum,10.661,2010-02-05,District 13: Ultimatum,6.1,555,Thriller
80,15357,fr,Banlieue 13 - Ultimatum,10.661,2010-02-05,District 13: Ultimatum,6.1,555,Crime
53,10664,es,[REC]²,10.66,2010-07-09,[REC]²,6.5,920,Thriller
27,10664,es,[REC]²,10.66,2010-07-09,[REC]²,6.5,920,Horror
12,51170,en,Open Season 3,10.614,2010-01-25,Open Season 3,5.5,237,Adventure
16,51170,en,Open Season 3,10.614,2010-01-25,Open Season 3,5.5,237,Animation
10751,51170,en,Open Season 3,10.614,2010-01-25,Open Season 3,5.5,237,Family
35,51170,en,Open Season 3,10.614,2010-01-25,Open Season 3,5.5,237,Comedy
35,38357,en,Morning Glory,10.595,2010-11-10,Morning Glory,6.3,717,Comedy
18,38357,en,Morning Glory,10.595,2010-11-10,Morning Glory,6.3,717,Drama
10749,38357,en,Morning Glory,10.595,2010-11-10,Morning Glory,6.3,717,Romance
53,25941,en,Harry Brown,10.555,2010-04-30,Harry Brown,6.8,505,Thriller
80,25941,en,Harry Brown,10.555,2010-04-30,Harry Brown,6.8,505,Crime
18,25941,en,Harry Brown,10.555,2010-04-30,Harry Brown,6.8,505,Drama
28,25941,en,Harry Brown,10.555,2010-04-30,Harry Brown,6.8,505,Action
35,39691,en,Cats & Dogs: The Revenge of Kitty Galore,10.544,2010-07-30,Cats & Dogs: The Revenge of Kitty Galore,4.9,273,Comedy
10751,39691,en,Cats & Dogs: The Revenge of Kitty Galore,10.544,2010-07-30,Cats & Dogs: The Revenge of Kitty Galore,4.9,273,Family
28,39691,en,Cats & Dogs: The Revenge of Kitty Galore,10.544,2010-07-30,Cats & Dogs: The Revenge of Kitty Galore,4.9,273,Action
14,39691,en,Cats & Dogs: The Revenge of Kitty Galore,10.544,2010-07-30,Cats & Dogs: The Revenge of Kitty Galore,4.9,273,Fantasy
18,45317,en,The Fighter,10.395,2010-12-17,The Fighter,7.3,2325,Drama
18,27,en,9 Songs,10.332,2004-09-09,9 Songs,4.9,170,Drama
10402,27,en,9 Songs,10.332,2004-09-09,9 Songs,4.9,170,Music
10749,27,en,9 Songs,10.332,2004-09-09,9 Songs,4.9,170,Romance
28,37710,en,The Tourist,10.307,2010-12-10,The Tourist,6.1,3133,Action
53,37710,en,The Tourist,10.307,2010-12-10,The Tourist,6.1,3133,Thriller
10749,37710,en,The Tourist,10.307,2010-12-10,The Tourist,6.1,3133,Romance
18,40080,en,The Cutting Edge: Fire & Ice,10.303,2010-03-14,The Cutting Edge: Fire & Ice,6.0,63,Drama
10749,40080,en,The Cutting Edge: Fire & Ice,10.303,2010-03-14,The Cutting Edge: Fire & Ice,6.0,63,Romance
878,830,en,Forbidden Planet,10.274,1956-03-15,Forbidden Planet,7.3,388,Science Fiction
16,34134,en,Barbie in A Mermaid Tale,10.252,2010-03-01,Barbie in A Mermaid Tale,6.7,282,Animation
10751,34134,en,Barbie in A Mermaid Tale,10.252,2010-03-01,Barbie in A Mermaid Tale,6.7,282,Family
14,34134,en,Barbie in A Mermaid Tale,10.252,2010-03-01,Barbie in A Mermaid Tale,6.7,282,Fantasy
18,14756,cn,葉問,10.23,2010-10-01,Ip Man,7.7,1906,Drama
28,14756,cn,葉問,10.23,2010-10-01,Ip Man,7.7,1906,Action
36,14756,cn,葉問,10.23,2010-10-01,Ip Man,7.7,1906,History
28,37821,en,Killers,10.221,2010-06-04,Killers,5.8,1314,Action
35,37821,en,Killers,10.221,2010-06-04,Killers,5.8,1314,Comedy
53,37821,en,Killers,10.221,2010-06-04,Killers,5.8,1314,Thriller
10749,37821,en,Killers,10.221,2010-06-04,Killers,5.8,1314,Romance
35,38303,en,You Again,10.208,2010-09-24,You Again,6.2,734,Comedy
10749,38303,en,You Again,10.208,2010-09-24,You Again,6.2,734,Romance
27,44040,en,Devil,10.203,2010-09-17,Devil,5.9,1516,Horror
9648,44040,en,Devil,10.203,2010-09-17,Devil,5.9,1516,Mystery
53,44040,en,Devil,10.203,2010-09-17,Devil,5.9,1516,Thriller
28,34813,en,The Losers,10.202,2010-04-23,The Losers,6.2,844,Action
12,34813,en,The Losers,10.202,2010-04-23,The Losers,6.2,844,Adventure
80,34813,en,The Losers,10.202,2010-04-23,The Losers,6.2,844,Crime
9648,34813,en,The Losers,10.202,2010-04-23,The Losers,6.2,844,Mystery
53,34813,en,The Losers,10.202,2010-04-23,The Losers,6.2,844,Thriller
18,44629,en,Animal Kingdom,10.188,2010-08-13,Animal Kingdom,6.8,399,Drama
53,44629,en,Animal Kingdom,10.188,2010-08-13,Animal Kingdom,6.8,399,Thriller
80,44629,en,Animal Kingdom,10.188,2010-08-13,Animal Kingdom,6.8,399,Crime
9648,44629,en,Animal Kingdom,10.188,2010-08-13,Animal Kingdom,6.8,399,Mystery
18,33909,en,Wall Street: Money Never Sleeps,10.177,2010-09-20,Wall Street: Money Never Sleeps,6.0,797,Drama
80,33909,en,Wall Street: Money Never Sleeps,10.177,2010-09-20,Wall Street: Money Never Sleeps,6.0,797,Crime
18,43933,en,Monsters,10.175,2010-10-29,Monsters,6.2,848,Drama
53,43933,en,Monsters,10.175,2010-10-29,Monsters,6.2,848,Thriller
878,43933,en,Monsters,10.175,2010-10-29,Monsters,6.2,848,Science Fiction
878,23048,en,Hot Tub Time Machine,10.15,2010-03-26,Hot Tub Time Machine,6.0,1383,Science Fiction
35,23048,en,Hot Tub Time Machine,10.15,2010-03-26,Hot Tub Time Machine,6.0,1383,Comedy
12,23048,en,Hot Tub Time Machine,10.15,2010-03-26,Hot Tub Time Machine,6.0,1383,Adventure
16,14447,en,A Matter of Loaf and Death,10.1,2010-02-19,A Matter of Loaf and Death,7.2,219,Animation
35,14447,en,A Matter of Loaf and Death,10.1,2010-02-19,A Matter of Loaf and Death,7.2,219,Comedy
10751,14447,en,A Matter of Loaf and Death,10.1,2010-02-19,A Matter of Loaf and Death,7.2,219,Family
80,14447,en,A Matter of Loaf and Death,10.1,2010-02-19,A Matter of Loaf and Death,7.2,219,Crime
9648,14447,en,A Matter of Loaf and Death,10.1,2010-02-19,A Matter of Loaf and Death,7.2,219,Mystery
18,43347,en,Love & Other Drugs,10.09,2010-11-24,Love & Other Drugs,6.9,2509,Drama
35,43347,en,Love & Other Drugs,10.09,2010-11-24,Love & Other Drugs,6.9,2509,Comedy
10749,43347,en,Love & Other Drugs,10.09,2010-11-24,Love & Other Drugs,6.9,2509,Romance
14,40205,en,16 Wishes,10.068,2010-06-25,16 Wishes,5.9,688,Fantasy
18,40205,en,16 Wishes,10.068,2010-06-25,16 Wishes,5.9,688,Drama
10751,40205,en,16 Wishes,10.068,2010-06-25,16 Wishes,5.9,688,Family
18,42188,en,Never Let Me Go,10.012,2010-09-15,Never Let Me Go,6.8,1294,Drama
10749,42188,en,Never Let Me Go,10.012,2010-09-15,Never Let Me Go,6.8,1294,Romance
878,42188,en,Never Let Me Go,10.012,2010-09-15,Never Let Me Go,6.8,1294,Science Fiction
35,43923,en,It's Kind of a Funny Story,10.01,2010-10-08,It's Kind of a Funny Story,7.0,1324,Comedy
18,43923,en,It's Kind of a Funny Story,10.01,2010-10-08,It's Kind of a Funny Story,7.0,1324,Drama
18,38167,en,Eat Pray Love,9.991,2010-08-12,Eat Pray Love,6.0,1208,Drama
35,37786,en,Sex and the City 2,9.986,2010-05-27,Sex and the City 2,5.9,809,Comedy
18,37786,en,Sex and the City 2,9.986,2010-05-27,Sex and the City 2,5.9,809,Drama
10749,37786,en,Sex and the City 2,9.986,2010-05-27,Sex and the City 2,5.9,809,Romance
35,37495,en,Four Lions,9.968,2010-11-05,Four Lions,7.0,621,Comedy
80,37495,en,Four Lions,9.968,2010-11-05,Four Lions,7.0,621,Crime
18,37495,en,Four Lions,9.968,2010-11-05,Four Lions,7.0,621,Drama
35,13477,en,When in Rome,9.926,2010-01-29,When in Rome,5.9,703,Comedy
14,13477,en,When in Rome,9.926,2010-01-29,When in Rome,5.9,703,Fantasy
10749,13477,en,When in Rome,9.926,2010-01-29,When in Rome,5.9,703,Romance
28,27573,en,The Bounty Hunter,9.861,2010-03-19,The Bounty Hunter,5.7,1627,Action
35,27573,en,The Bounty Hunter,9.861,2010-03-19,The Bounty Hunter,5.7,1627,Comedy
18,27573,en,The Bounty Hunter,9.861,2010-03-19,The Bounty Hunter,5.7,1627,Drama
18,39013,en,Winter's Bone,9.824,2010-06-11,Winter's Bone,6.9,931,Drama
18,52338,en,Waiting for Forever,9.819,2010-02-10,Waiting for Forever,5.7,172,Drama
10749,52338,en,Waiting for Forever,9.819,2010-02-10,Waiting for Forever,5.7,172,Romance
18,43931,en,My Soul to Take,9.808,2010-10-08,My Soul to Take,5.4,247,Drama
27,43931,en,My Soul to Take,9.808,2010-10-08,My Soul to Take,5.4,247,Horror
9648,43931,en,My Soul to Take,9.808,2010-10-08,My Soul to Take,5.4,247,Mystery
53,43931,en,My Soul to Take,9.808,2010-10-08,My Soul to Take,5.4,247,Thriller
27,23437,en,A Nightmare on Elm Street,9.795,2010-04-30,A Nightmare on Elm Street,5.5,1408,Horror
9648,23437,en,A Nightmare on Elm Street,9.795,2010-04-30,A Nightmare on Elm Street,5.5,1408,Mystery
53,23437,en,A Nightmare on Elm Street,9.795,2010-04-30,A Nightmare on Elm Street,5.5,1408,Thriller
10749,43949,en,Flipped,9.781,2010-08-06,Flipped,7.4,859,Romance
18,43949,en,Flipped,9.781,2010-08-06,Flipped,7.4,859,Drama
18,41402,en,Let Me In,9.716,2010-10-01,Let Me In,6.7,1061,Drama
27,41402,en,Let Me In,9.716,2010-10-01,Let Me In,6.7,1061,Horror
9648,41402,en,Let Me In,9.716,2010-10-01,Let Me In,6.7,1061,Mystery
18,38199,en,Unthinkable,9.693,2010-06-15,Unthinkable,6.7,623,Drama
53,38199,en,Unthinkable,9.693,2010-06-15,Unthinkable,6.7,623,Thriller
53,44363,en,Frozen,9.678,2010-02-05,Frozen,5.8,987,Thriller
28,29564,en,Smokin' Aces 2: Assassins' Ball,9.565,2010-01-19,Smokin' Aces 2: Assassins' Ball,5.4,141,Action
35,29564,en,Smokin' Aces 2: Assassins' Ball,9.565,2010-01-19,Smokin' Aces 2: Assassins' Ball,5.4,141,Comedy
80,29564,en,Smokin' Aces 2: Assassins' Ball,9.565,2010-01-19,Smokin' Aces 2: Assassins' Ball,5.4,141,Crime
53,29564,en,Smokin' Aces 2: Assassins' Ball,9.565,2010-01-19,Smokin' Aces 2: Assassins' Ball,5.4,141,Thriller
14,34647,en,Enter the Void,9.563,2010-09-24,Enter the Void,7.3,773,Fantasy
18,34647,en,Enter the Void,9.563,2010-09-24,Enter the Void,7.3,773,Drama
80,55890,en,Bereavement,9.55,2010-07-16,Bereavement,5.3,71,Crime
27,55890,en,Bereavement,9.55,2010-07-16,Bereavement,5.3,71,Horror
99,44639,en,Inside Job,9.514,2010-10-08,Inside Job,7.8,466,Documentary
80,101669,en,Mother's Day,9.496,2010-09-23,Mother's Day,6.4,193,Crime
53,101669,en,Mother's Day,9.496,2010-09-23,Mother's Day,6.4,193,Thriller
27,7340,en,Carrie,9.467,1976-11-03,Carrie,7.1,1766,Horror
53,7340,en,Carrie,9.467,1976-11-03,Carrie,7.1,1766,Thriller
18,37950,en,Charlie St. Cloud,9.454,2010-05-01,Charlie St. Cloud,6.9,1398,Drama
10749,37950,en,Charlie St. Cloud,9.454,2010-05-01,Charlie St. Cloud,6.9,1398,Romance
35,35169,en,Furry Vengeance,9.45,2010-04-02,Furry Vengeance,4.6,283,Comedy
10751,35169,en,Furry Vengeance,9.45,2010-04-02,Furry Vengeance,4.6,283,Family
80,45324,en,Casino Jack,9.432,2010-12-17,Casino Jack,6.1,149,Crime
35,45324,en,Casino Jack,9.432,2010-12-17,Casino Jack,6.1,149,Comedy
18,45324,en,Casino Jack,9.432,2010-12-17,Casino Jack,6.1,149,Drama
35,35558,en,Starstruck,9.406,2010-02-14,Starstruck,6.7,627,Comedy
10749,35558,en,Starstruck,9.406,2010-02-14,Starstruck,6.7,627,Romance
10770,35558,en,Starstruck,9.406,2010-02-14,Starstruck,6.7,627,TV Movie
10402,35558,en,Starstruck,9.406,2010-02-14,Starstruck,6.7,627,Music
10749,39285,en,Beauty & the Briefcase,9.405,2010-04-18,Beauty & the Briefcase,5.5,250,Romance
35,39285,en,Beauty & the Briefcase,9.405,2010-04-18,Beauty & the Briefcase,5.5,250,Comedy
18,36419,en,After.Life,9.395,2009-11-07,After.Life,5.7,416,Drama
27,36419,en,After.Life,9.395,2009-11-07,After.Life,5.7,416,Horror
9648,36419,en,After.Life,9.395,2009-11-07,After.Life,5.7,416,Mystery
53,36419,en,After.Life,9.395,2009-11-07,After.Life,5.7,416,Thriller
35,44009,en,Another Year,9.394,2010-12-29,Another Year,7.0,150,Comedy
18,44009,en,Another Year,9.394,2010-12-29,Another Year,7.0,150,Drama
35,37056,en,Letters to Juliet,9.394,2010-05-14,Letters to Juliet,6.9,1706,Comedy
18,37056,en,Letters to Juliet,9.394,2010-05-14,Letters to Juliet,6.9,1706,Drama
10749,37056,en,Letters to Juliet,9.394,2010-05-14,Letters to Juliet,6.9,1706,Romance
18,27585,en,Rabbit Hole,9.389,2010-12-16,Rabbit Hole,6.8,292,Drama
28,44147,en,Wild Target,9.355,2010-10-29,Wild Target,6.4,356,Action
35,44147,en,Wild Target,9.355,2010-10-29,Wild Target,6.4,356,Comedy
27,38358,en,The Last Exorcism,9.35,2010-08-27,The Last Exorcism,5.6,519,Horror
18,38358,en,The Last Exorcism,9.35,2010-08-27,The Last Exorcism,5.6,519,Drama
53,38358,en,The Last Exorcism,9.35,2010-08-27,The Last Exorcism,5.6,519,Thriller
53,43549,en,The Experiment,9.261,2010-07-15,The Experiment,6.5,553,Thriller
18,43549,en,The Experiment,9.261,2010-07-15,The Experiment,6.5,553,Drama
16,50135,de,Konferenz der Tiere,9.258,2010-10-07,Animals United,5.4,151,Animation
10751,50135,de,Konferenz der Tiere,9.258,2010-10-07,Animals United,5.4,151,Family
35,50135,de,Konferenz der Tiere,9.258,2010-10-07,Animals United,5.4,151,Comedy
18,26715,en,Bitch Slap,9.253,2010-01-08,Bitch Slap,4.7,148,Drama
28,26715,en,Bitch Slap,9.253,2010-01-08,Bitch Slap,4.7,148,Action
35,26715,en,Bitch Slap,9.253,2010-01-08,Bitch Slap,4.7,148,Comedy
53,26715,en,Bitch Slap,9.253,2010-01-08,Bitch Slap,4.7,148,Thriller
80,26715,en,Bitch Slap,9.253,2010-01-08,Bitch Slap,4.7,148,Crime
10749,41211,fr,L'arnacoeur,9.241,2010-09-10,Heartbreaker,6.6,761,Romance
35,41211,fr,L'arnacoeur,9.241,2010-09-10,Heartbreaker,6.6,761,Comedy
18,35690,en,The Last Song,9.237,2010-03-31,The Last Song,7.2,2199,Drama
10751,35690,en,The Last Song,9.237,2010-03-31,The Last Song,7.2,2199,Family
10749,35690,en,The Last Song,9.237,2010-03-31,The Last Song,7.2,2199,Romance
35,48415,it,Benvenuti al sud,9.188,2010-12-20,Welcome to the South,6.7,1071,Comedy
35,46838,en,Tucker and Dale vs. Evil,9.159,2010-01-22,Tucker and Dale vs. Evil,7.3,1427,Comedy
27,46838,en,Tucker and Dale vs. Evil,9.159,2010-01-22,Tucker and Dale vs. Evil,7.3,1427,Horror
35,41515,en,Yogi Bear,9.096,2010-12-17,Yogi Bear,5.3,387,Comedy
10751,41515,en,Yogi Bear,9.096,2010-12-17,Yogi Bear,5.3,387,Family
16,41515,en,Yogi Bear,9.096,2010-12-17,Yogi Bear,5.3,387,Animation
12,41515,en,Yogi Bear,9.096,2010-12-17,Yogi Bear,5.3,387,Adventure
80,38542,en,The Disappearance of Alice Creed,9.087,2010-04-30,The Disappearance of Alice Creed,6.6,280,Crime
18,38542,en,The Disappearance of Alice Creed,9.087,2010-04-30,The Disappearance of Alice Creed,6.6,280,Drama
53,38542,en,The Disappearance of Alice Creed,9.087,2010-04-30,The Disappearance of Alice Creed,6.6,280,Thriller
18,36950,en,You Don't Know Jack,9.071,2010-04-14,You Don't Know Jack,7.0,176,Drama
18,39486,en,Secretariat,9.059,2010-10-08,Secretariat,7.0,200,Drama
80,27579,en,The American,9.042,2010-09-01,The American,5.8,690,Crime
18,27579,en,The American,9.042,2010-09-01,The American,5.8,690,Drama
53,27579,en,The American,9.042,2010-09-01,The American,5.8,690,Thriller
18,46705,en,Blue Valentine,8.994,2010-12-29,Blue Valentine,6.9,1677,Drama
10749,46705,en,Blue Valentine,8.994,2010-12-29,Blue Valentine,6.9,1677,Romance
35,40264,en,Vampires Suck,8.992,2010-08-18,Vampires Suck,4.1,658,Comedy
27,40264,en,Vampires Suck,8.992,2010-08-18,Vampires Suck,4.1,658,Horror
18,46738,fr,Incendies,8.972999999999999,2010-09-04,Incendies,8.1,1034,Drama
10752,46738,fr,Incendies,8.972999999999999,2010-09-04,Incendies,8.1,1034,War
9648,46738,fr,Incendies,8.972999999999999,2010-09-04,Incendies,8.1,1034,Mystery
28,22907,en,Takers,8.969,2010-08-26,Takers,6.2,605,Action
80,22907,en,Takers,8.969,2010-08-26,Takers,6.2,605,Crime
18,22907,en,Takers,8.969,2010-08-26,Takers,6.2,605,Drama
53,22907,en,Takers,8.969,2010-08-26,Takers,6.2,605,Thriller
16,278604,en,"Family Guy Presents: Something, Something, Something, Dark Side",8.956,2010-05-23,"Family Guy Presents: Something, Something, Something, Dark Side",7.1,194,Animation
35,278604,en,"Family Guy Presents: Something, Something, Something, Dark Side",8.956,2010-05-23,"Family Guy Presents: Something, Something, Something, Dark Side",7.1,194,Comedy
878,278604,en,"Family Guy Presents: Something, Something, Something, Dark Side",8.956,2010-05-23,"Family Guy Presents: Something, Something, Something, Dark Side",7.1,194,Science Fiction
28,45162,en,Superman/Batman: Apocalypse,8.884,2010-09-28,Superman/Batman: Apocalypse,7.0,291,Action
12,45162,en,Superman/Batman: Apocalypse,8.884,2010-09-28,Superman/Batman: Apocalypse,7.0,291,Adventure
16,45162,en,Superman/Batman: Apocalypse,8.884,2010-09-28,Superman/Batman: Apocalypse,7.0,291,Animation
10751,45162,en,Superman/Batman: Apocalypse,8.884,2010-09-28,Superman/Batman: Apocalypse,7.0,291,Family
878,45162,en,Superman/Batman: Apocalypse,8.884,2010-09-28,Superman/Batman: Apocalypse,7.0,291,Science Fiction
878,42684,en,Skyline,8.847000000000001,2010-11-12,Skyline,4.8,833,Science Fiction
28,42684,en,Skyline,8.847000000000001,2010-11-12,Skyline,4.8,833,Action
28,23742,en,Cop Out,8.82,2010-02-26,Cop Out,5.4,796,Action
35,23742,en,Cop Out,8.82,2010-02-26,Cop Out,5.4,796,Comedy
80,23742,en,Cop Out,8.82,2010-02-26,Cop Out,5.4,796,Crime
18,28211,en,Chloe,8.807,2010-03-26,Chloe,5.9,940,Drama
53,28211,en,Chloe,8.807,2010-03-26,Chloe,5.9,940,Thriller
9648,28211,en,Chloe,8.807,2010-03-26,Chloe,5.9,940,Mystery
18,52015,en,Stake Land,8.799,2010-10-01,Stake Land,6.2,415,Drama
27,52015,en,Stake Land,8.799,2010-10-01,Stake Land,6.2,415,Horror
878,52015,en,Stake Land,8.799,2010-10-01,Stake Land,6.2,415,Science Fiction
